"report_year","emission","primary_anzsic_class_code","primary_anzsic_class_name","substance_id","air_total_emission_kg"
"2007/2008","NMVOC",1311,"Wool Scouring",85,1890.1427
"2007/2008","NMVOC",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",85,30856.768
"2007/2008","NMVOC",1331,"Textile Floor Covering Manufacturing",85,7922.4197225
"2007/2008","NMVOC",1333,"Cut and Sewn Textile Product Manufacturing",85,366.255276
"2007/2008","NMVOC",1334,"Textile Finishing and Other Textile Product Manufacturing",85,21307.7398996
"2007/2008","NMVOC",1351,"Clothing Manufacturing",85,81
"2007/2008","NMVOC",1411,"Log Sawmilling",85,57754.20489445
"2007/2008","NMVOC",1413,"Timber Resawing and Dressing",85,576320.286995
"2007/2008","NMVOC",1493,"Veneer and Plywood Manufacturing",85,128654.70789
"2007/2008","NMVOC",1494,"Reconstituted Wood Product Manufacturing",85,1472461.93270402
"2007/2008","NMVOC",1499,"Other Wood Product Manufacturing n.e.c.",85,156714.7971073
"2007/2008","NMVOC",1510,"Pulp, Paper and Paperboard Manufacturing",85,407320.07691136
"2007/2008","NMVOC",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",85,277263.6473075
"2007/2008","NMVOC",1522,"Paper Bag Manufacturing",85,7846
"2007/2008","NMVOC",1529,"Other Converted Paper Product Manufacturing",85,7976
"2007/2008","NMVOC",1611,"Printing",85,3088467.505
"2007/2008","NMVOC",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",85,6091443.5
"2007/2008","NMVOC",1709,"Other Petroleum and Coal Product Manufacturing",85,366257.9716
"2007/2008","NMVOC",1811,"Industrial Gas Manufacturing",85,76990.6523
"2007/2008","NMVOC",1812,"Basic Organic Chemical Manufacturing",85,1768141.292
"2007/2008","NMVOC",1813,"Basic Inorganic Chemical Manufacturing",85,117265.037805
"2007/2008","NMVOC",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",85,510776.34548
"2007/2008","NMVOC",1829,"Other Basic Polymer Manufacturing",85,27298
"2007/2008","NMVOC",1831,"Fertiliser Manufacturing",85,30442.362813
"2007/2008","NMVOC",1832,"Pesticide Manufacturing",85,9247.306
"2007/2008","NMVOC",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",85,747183.36650682
"2007/2008","NMVOC",1842,"Veterinary Pharmaceutical and Medicinal Product Manufacturing",85,16
"2007/2008","NMVOC",1851,"Cleaning Compound Manufacturing",85,8064.6157175
"2007/2008","NMVOC",1852,"Cosmetic and Toiletry Preparation Manufacturing",85,273.286
"2007/2008","NMVOC",1892,"Explosive Manufacturing",85,500289.619
"2007/2008","NMVOC",1899,"Other Basic Chemical Product Manufacturing n.e.c.",85,52331.65
"2007/2008","NMVOC",1911,"Polymer Film and Sheet Packaging Material Manufacturing",85,481926.5391
"2007/2008","NMVOC",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",85,543336.767691775
"2007/2008","NMVOC",1913,"Polymer Foam Product Manufacturing",85,899906.121918
"2007/2008","NMVOC",1914,"Tyre Manufacturing",85,79484.2510725
"2007/2008","NMVOC",1915,"Adhesive Manufacturing",85,111624.38
"2007/2008","NMVOC",1916,"Paint and Coatings Manufacturing",85,818805.1568975
"2007/2008","NMVOC",1919,"Other Polymer Product Manufacturing",85,664823.347685
"2007/2008","NMVOC",1920,"Natural Rubber Product Manufacturing",85,12153.09223
"2007/2008","NMVOC",2010,"Glass and Glass Product Manufacturing",85,246266.364
"2007/2008","NMVOC",2021,"Clay Brick Manufacturing",85,151482.07888123
"2007/2008","NMVOC",2029,"Other Ceramic Product Manufacturing",85,14981.61589
"2007/2008","NMVOC",2031,"Cement and Lime Manufacturing",85,100601.02392371
"2007/2008","NMVOC",2032,"Plaster Product Manufacturing",85,25714.7
"2007/2008","NMVOC",2033,"Ready-Mixed Concrete Manufacturing",85,60742
"2007/2008","NMVOC",2034,"Concrete Product Manufacturing",85,165929.07188
"2007/2008","NMVOC",2090,"Other Non-Metallic Mineral Product Manufacturing",85,17241.663932
"2007/2008","NMVOC",2110,"Iron Smelting and Steel Manufacturing",85,2143242.1
"2007/2008","NMVOC",2121,"Iron and Steel Casting",85,830944.714
"2007/2008","NMVOC",2122,"Steel Pipe and Tube Manufacturing",85,275952.11565
"2007/2008","NMVOC",2131,"Alumina Production",85,883254.6
"2007/2008","NMVOC",2132,"Aluminium Smelting",85,154602.082772
"2007/2008","NMVOC",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",85,100122.744
"2007/2008","NMVOC",2139,"Other Basic Non-Ferrous Metal Manufacturing",85,43652.6671505
"2007/2008","NMVOC",2141,"Non-Ferrous Metal Casting",85,51677.8977554
"2007/2008","NMVOC",2142,"Aluminium Rolling, Drawing, Extruding",85,91621.3214825
"2007/2008","NMVOC",2229,"Other Structural Metal Product Manufacturing",85,36200
"2007/2008","NMVOC",2239,"Other Metal Container Manufacturing",85,569088.87
"2007/2008","NMVOC",2291,"Spring and Wire Product Manufacturing",85,32563.94
"2007/2008","NMVOC",2292,"Nut, Bolt, Screw and Rivet Manufacturing",85,219.576
"2007/2008","NMVOC",2293,"Metal Coating and Finishing",85,264510.73123
"2007/2008","NMVOC",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",85,55147
"2007/2008","NMVOC",2311,"Motor Vehicle Manufacturing",85,2307671.39
"2007/2008","NMVOC",2319,"Other Motor Vehicle Parts Manufacturing",85,489618.193793
"2007/2008","NMVOC",2392,"Boatbuilding and Repair Services",85,12024
"2007/2008","NMVOC",2393,"Railway Rolling Stock Manufacturing and Repair Services",85,546834.08580272
"2007/2008","NMVOC",2394,"Aircraft Manufacturing and Repair Services",85,121125.005363
"2007/2008","NMVOC",2411,"Photographic, Optical and Ophthalmic Equipment Manufacturing",85,4021
"2007/2008","NMVOC",2431,"Electric Cable and Wire Manufacturing",85,107.435
"2007/2008","NMVOC",2439,"Other Electrical Equipment Manufacturing",85,30653.58
"2007/2008","NMVOC",2441,"Whiteware Appliance Manufacturing",85,5435.7638
"2007/2008","NMVOC",2462,"Mining and Construction Machinery Manufacturing",85,39653
"2007/2008","NMVOC",2469,"Other Specialised Machinery and Equipment Manufacturing",85,146436
"2007/2008","NMVOC",2511,"Wooden Furniture and Upholstered Seat Manufacturing",85,90
"2007/2008","NMVOC",2611,"Fossil Fuel Electricity Generation",85,3287357.01123689
"2007/2008","NMVOC",2612,"Hydro-Electricity Generation",85,399.62791462
"2007/2008","NMVOC",2619,"Other Electricity Generation",85,85697.337645
"2007/2008","NMVOC",2700,"Gas Supply",85,514317.250006835
"2007/2008","NMVOC",2812,"Sewerage and Drainage Services",85,143932.463827382
"2007/2008","NMVOC",2921,"Waste Treatment and Disposal Services",85,1020629.4027377
"2007/2008","NMVOC",2922,"Waste Remediation and Materials Recovery Services",85,28718
"2007/2008","NMVOC",3321,"Petroleum Product Wholesaling",85,9077119.2923939
"2007/2008","NMVOC",3323,"Industrial and Agricultural Chemical Product Wholesaling",85,2269.2209714
"2007/2008","NMVOC",3504,"Motor Vehicle New Parts Wholesaling",85,11726.53
"2007/2008","NMVOC",4622,"Urban Bus Transport (Including Tramway)",85,89.25
"2007/2008","NMVOC",4710,"Rail Freight Transport",85,44848.27709984
"2007/2008","NMVOC",4720,"Rail Passenger Transport",85,46.12
"2007/2008","NMVOC",5029,"Other Transport n.e.c.",85,1718
"2007/2008","NMVOC",5211,"Stevedoring Services",85,8303.6341
"2007/2008","NMVOC",5212,"Port and Water Transport Terminal Operations",85,272775.50948
"2007/2008","NMVOC",5220,"Airport Operations and Other Air Transport Support Services",85,173420.671651
"2007/2008","NMVOC",5309,"Other Warehousing and Storage Services",85,31235.66
"2007/2008","NMVOC",6910,"Scientific Research Services",85,398.3751025
"2007/2008","NMVOC",7291,"Office Administrative Services",85,24459.2
"2007/2008","NMVOC",7510,"Central Government Administration",85,109.8176625
"2007/2008","NMVOC",7600,"Defence",85,1090.88
"2007/2008","NMVOC",8102,"Higher Education",85,1097.99962279
"2007/2008","NMVOC",8401,"Hospitals (Except Psychiatric Hospitals)",85,12544.790169093
"2007/2008","NMVOC",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",85,890
"2007/2008","NMVOC",9531,"Laundry and Dry-Cleaning Services",85,2087.9837984475
"2007/2008","NOx",143,"Beef Cattle Feedlots (Specialised)",69,164876.0556157
"2007/2008","NOx",171,"Poultry Farming (Meat)",69,8033.68316
"2007/2008","NOx",192,"Pig Farming",69,145173.6011396
"2007/2008","NOx",600,"Coal Mining",69,55364373.056
"2007/2008","NOx",700,"Oil and Gas Extraction",69,50505432.752335
"2007/2008","NOx",801,"Iron Ore Mining",69,13625595.352662
"2007/2008","NOx",802,"Bauxite Mining",69,5600400.74
"2007/2008","NOx",803,"Copper Ore Mining",69,6818086.213564
"2007/2008","NOx",804,"Gold Ore Mining",69,19095091.3965488
"2007/2008","NOx",805,"Mineral Sand Mining",69,5697976.03428
"2007/2008","NOx",806,"Nickel Ore Mining",69,10321187.6638
"2007/2008","NOx",807,"Silver-Lead-Zinc Ore Mining",69,3563928.121
"2007/2008","NOx",809,"Other Metal Ore Mining",69,3084475.138005
"2007/2008","NOx",911,"Gravel and Sand Quarrying",69,1547295.223
"2007/2008","NOx",919,"Other Construction Material Mining",69,682004.1
"2007/2008","NOx",990,"Other Non-Metallic Mineral Mining and Quarrying",69,2917314.08866
"2007/2008","NOx",1011,"Petroleum Exploration",69,112245.9782269
"2007/2008","NOx",1012,"Mineral Exploration",69,47356.17
"2007/2008","NOx",1111,"Meat Processing",69,804146.51167803
"2007/2008","NOx",1112,"Poultry Processing",69,673504.47322838
"2007/2008","NOx",1113,"Cured Meat and Smallgoods Manufacturing",69,16367.22
"2007/2008","NOx",1131,"Milk and Cream Processing",69,504628.7073453
"2007/2008","NOx",1132,"Ice Cream Manufacturing",69,4152.3328
"2007/2008","NOx",1133,"Cheese and Other Dairy Product Manufacturing",69,120576.58408552
"2007/2008","NOx",1140,"Fruit and Vegetable Processing",69,269294.55534
"2007/2008","NOx",1150,"Oil and Fat Manufacturing",69,128820.49713
"2007/2008","NOx",1161,"Grain Mill Product Manufacturing",69,215303.849576
"2007/2008","NOx",1162,"Cereal, Pasta and Baking Mix Manufacturing",69,36622.0417758
"2007/2008","NOx",1171,"Bread Manufacturing (Factory based)",69,63162.91
"2007/2008","NOx",1172,"Cake and Pastry Manufacturing (Factory based)",69,2745.17
"2007/2008","NOx",1173,"Biscuit Manufacturing (Factory based)",69,14709.6
"2007/2008","NOx",1181,"Sugar Manufacturing",69,9448255.322169
"2007/2008","NOx",1182,"Confectionery Manufacturing",69,191150.996166
"2007/2008","NOx",1191,"Potato, Corn and Other Crisp Manufacturing",69,6459.725025
"2007/2008","NOx",1192,"Prepared Animal and Bird Feed Manufacturing",69,86096.304205
"2007/2008","NOx",1199,"Other Food Product Manufacturing n.e.c.",69,713811.0422822
"2007/2008","NOx",1211,"Soft Drink, Cordial and Syrup Manufacturing",69,44487.4453
"2007/2008","NOx",1212,"Beer Manufacturing",69,167171.1536
"2007/2008","NOx",1213,"Spirit Manufacturing",69,19689.9782
"2007/2008","NOx",1214,"Wine and Other Alcoholic Beverage Manufacturing",69,155419.3632
"2007/2008","NOx",1220,"Cigarette and Tobacco Product Manufacturing",69,18966
"2007/2008","NOx",1311,"Wool Scouring",69,19477.822
"2007/2008","NOx",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",69,726.52
"2007/2008","NOx",1331,"Textile Floor Covering Manufacturing",69,22623.5054
"2007/2008","NOx",1333,"Cut and Sewn Textile Product Manufacturing",69,5329.73154
"2007/2008","NOx",1334,"Textile Finishing and Other Textile Product Manufacturing",69,28176.11305
"2007/2008","NOx",1351,"Clothing Manufacturing",69,1380
"2007/2008","NOx",1411,"Log Sawmilling",69,644566.416838
"2007/2008","NOx",1413,"Timber Resawing and Dressing",69,257327.482
"2007/2008","NOx",1493,"Veneer and Plywood Manufacturing",69,115816.17712
"2007/2008","NOx",1494,"Reconstituted Wood Product Manufacturing",69,594738.6605661
"2007/2008","NOx",1499,"Other Wood Product Manufacturing n.e.c.",69,292076.2979802
"2007/2008","NOx",1510,"Pulp, Paper and Paperboard Manufacturing",69,2375085.1432785
"2007/2008","NOx",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",69,151909.538903
"2007/2008","NOx",1529,"Other Converted Paper Product Manufacturing",69,3563
"2007/2008","NOx",1611,"Printing",69,68892.9301
"2007/2008","NOx",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",69,5636549.7
"2007/2008","NOx",1709,"Other Petroleum and Coal Product Manufacturing",69,777791.173
"2007/2008","NOx",1811,"Industrial Gas Manufacturing",69,330502.3808
"2007/2008","NOx",1812,"Basic Organic Chemical Manufacturing",69,1645015.598715
"2007/2008","NOx",1813,"Basic Inorganic Chemical Manufacturing",69,1676002.5702
"2007/2008","NOx",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",69,641934.26586
"2007/2008","NOx",1829,"Other Basic Polymer Manufacturing",69,2300
"2007/2008","NOx",1831,"Fertiliser Manufacturing",69,1093801.7528
"2007/2008","NOx",1832,"Pesticide Manufacturing",69,13334.0460455
"2007/2008","NOx",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",69,25113.0860052
"2007/2008","NOx",1851,"Cleaning Compound Manufacturing",69,6569.4942
"2007/2008","NOx",1852,"Cosmetic and Toiletry Preparation Manufacturing",69,3945.01
"2007/2008","NOx",1892,"Explosive Manufacturing",69,630653
"2007/2008","NOx",1899,"Other Basic Chemical Product Manufacturing n.e.c.",69,77324.15
"2007/2008","NOx",1911,"Polymer Film and Sheet Packaging Material Manufacturing",69,8899.473
"2007/2008","NOx",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",69,6527.0906455
"2007/2008","NOx",1913,"Polymer Foam Product Manufacturing",69,9779.4322
"2007/2008","NOx",1914,"Tyre Manufacturing",69,15329.34915
"2007/2008","NOx",1915,"Adhesive Manufacturing",69,2424
"2007/2008","NOx",1916,"Paint and Coatings Manufacturing",69,12071
"2007/2008","NOx",1919,"Other Polymer Product Manufacturing",69,12859.3084
"2007/2008","NOx",1920,"Natural Rubber Product Manufacturing",69,4382
"2007/2008","NOx",2010,"Glass and Glass Product Manufacturing",69,5643419.7
"2007/2008","NOx",2021,"Clay Brick Manufacturing",69,1146225.0231
"2007/2008","NOx",2029,"Other Ceramic Product Manufacturing",69,92841.7591
"2007/2008","NOx",2031,"Cement and Lime Manufacturing",69,22034759.62
"2007/2008","NOx",2032,"Plaster Product Manufacturing",69,187938.99
"2007/2008","NOx",2033,"Ready-Mixed Concrete Manufacturing",69,15131
"2007/2008","NOx",2034,"Concrete Product Manufacturing",69,45334.47
"2007/2008","NOx",2090,"Other Non-Metallic Mineral Product Manufacturing",69,1924453.4957244
"2007/2008","NOx",2110,"Iron Smelting and Steel Manufacturing",69,10987352.1
"2007/2008","NOx",2121,"Iron and Steel Casting",69,121861.5
"2007/2008","NOx",2122,"Steel Pipe and Tube Manufacturing",69,15333.531
"2007/2008","NOx",2131,"Alumina Production",69,17488487
"2007/2008","NOx",2132,"Aluminium Smelting",69,712395.93208
"2007/2008","NOx",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",69,1913087.1812
"2007/2008","NOx",2139,"Other Basic Non-Ferrous Metal Manufacturing",69,4619631.560565
"2007/2008","NOx",2141,"Non-Ferrous Metal Casting",69,11833.334925
"2007/2008","NOx",2142,"Aluminium Rolling, Drawing, Extruding",69,136180.4445
"2007/2008","NOx",2229,"Other Structural Metal Product Manufacturing",69,58210
"2007/2008","NOx",2239,"Other Metal Container Manufacturing",69,37703.193
"2007/2008","NOx",2291,"Spring and Wire Product Manufacturing",69,38261
"2007/2008","NOx",2292,"Nut, Bolt, Screw and Rivet Manufacturing",69,2508.326
"2007/2008","NOx",2293,"Metal Coating and Finishing",69,451890.60665
"2007/2008","NOx",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",69,5387
"2007/2008","NOx",2311,"Motor Vehicle Manufacturing",69,113532.82
"2007/2008","NOx",2319,"Other Motor Vehicle Parts Manufacturing",69,43895.637725
"2007/2008","NOx",2393,"Railway Rolling Stock Manufacturing and Repair Services",69,4543417.84
"2007/2008","NOx",2394,"Aircraft Manufacturing and Repair Services",69,202243.57
"2007/2008","NOx",2431,"Electric Cable and Wire Manufacturing",69,175.54
"2007/2008","NOx",2439,"Other Electrical Equipment Manufacturing",69,5779
"2007/2008","NOx",2441,"Whiteware Appliance Manufacturing",69,18560.294
"2007/2008","NOx",2611,"Fossil Fuel Electricity Generation",69,474469670.95361
"2007/2008","NOx",2612,"Hydro-Electricity Generation",69,2055.84596
"2007/2008","NOx",2619,"Other Electricity Generation",69,2351247.1991
"2007/2008","NOx",2700,"Gas Supply",69,3034348.0006905
"2007/2008","NOx",2812,"Sewerage and Drainage Services",69,NA
"2007/2008","NOx",2921,"Waste Treatment and Disposal Services",69,486237.276219887
"2007/2008","NOx",2922,"Waste Remediation and Materials Recovery Services",69,3703049
"2007/2008","NOx",3321,"Petroleum Product Wholesaling",69,1804407.5388
"2007/2008","NOx",3323,"Industrial and Agricultural Chemical Product Wholesaling",69,7000.40588768
"2007/2008","NOx",3504,"Motor Vehicle New Parts Wholesaling",69,3456.45
"2007/2008","NOx",4710,"Rail Freight Transport",69,193904.54
"2007/2008","NOx",5211,"Stevedoring Services",69,108607.6916
"2007/2008","NOx",5212,"Port and Water Transport Terminal Operations",69,4727603.57603
"2007/2008","NOx",5220,"Airport Operations and Other Air Transport Support Services",69,19830.81662
"2007/2008","NOx",6910,"Scientific Research Services",69,4073.733
"2007/2008","NOx",7291,"Office Administrative Services",69,14663
"2007/2008","NOx",7510,"Central Government Administration",69,1993.329
"2007/2008","NOx",7600,"Defence",69,3572
"2007/2008","NOx",8102,"Higher Education",69,47402.062942
"2007/2008","NOx",8401,"Hospitals (Except Psychiatric Hospitals)",69,366083.65892
"2007/2008","NOx",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",69,30698
"2007/2008","NOx",9531,"Laundry and Dry-Cleaning Services",69,34118.6213722
"2007/2008","PM25",143,"Beef Cattle Feedlots (Specialised)",92,7334.96288032
"2007/2008","PM25",171,"Poultry Farming (Meat)",92,216.74768
"2007/2008","PM25",192,"Pig Farming",92,10198.01972466
"2007/2008","PM25",600,"Coal Mining",92,4610777.142
"2007/2008","PM25",700,"Oil and Gas Extraction",92,3148143.05416268
"2007/2008","PM25",801,"Iron Ore Mining",92,2392862.1291275
"2007/2008","PM25",802,"Bauxite Mining",92,405852.26
"2007/2008","PM25",803,"Copper Ore Mining",92,301164.73728552
"2007/2008","PM25",804,"Gold Ore Mining",92,1479620.14129305
"2007/2008","PM25",805,"Mineral Sand Mining",92,197205.001
"2007/2008","PM25",806,"Nickel Ore Mining",92,200027.12472
"2007/2008","PM25",807,"Silver-Lead-Zinc Ore Mining",92,175922.1059
"2007/2008","PM25",809,"Other Metal Ore Mining",92,3734961.78787529
"2007/2008","PM25",911,"Gravel and Sand Quarrying",92,300533.8643
"2007/2008","PM25",919,"Other Construction Material Mining",92,103059.225
"2007/2008","PM25",990,"Other Non-Metallic Mineral Mining and Quarrying",92,230889.78099
"2007/2008","PM25",1011,"Petroleum Exploration",92,5554.6288
"2007/2008","PM25",1012,"Mineral Exploration",92,3005.983
"2007/2008","PM25",1111,"Meat Processing",92,130340.7793229
